symbol,security,country,gics_sector,gics_sub_industry
AUDC,AudioCodes Ltd.,Israel,Utilities,Telecommunications Equipment
AUGX,Augmedix,United States,Technology,Computer Software: Prepackaged Software
AUID,authID,United States,Technology,Computer Software: Prepackaged Software
AULT,Ault Alliance,United States,Finance,Investment Bankers/Brokers/Service
AUMN,Golden Minerals Company,United States,Basic Materials,Precious Metals
AUR,Aurora Innovation,United States,Technology,EDP Services
AURA,Aura Biosciences,United States,Health Care,Biotechnology: Pharmaceutical Preparations
AUUD,Auddia,United States,Technology,Computer Software: Prepackaged Software
AUVI,Applied UV,United States,Consumer Discretionary,Building Products
AVA,Avista Corporation,United States,Utilities,Power Generation
AVAH,Aveanna Healthcare Holdings,United States,Health Care,Hospital/Nursing Management
AVAV,AeroVironment,United States,Industrials,Aerospace
AVB,AvalonBay Communities,United States,Real Estate,Real Estate Investment Trusts
AVDX,AvidXchange Holdings,United States,Technology,EDP Services
AVGO,Broadcom,United States,Technology,Semiconductors
AVGR,Avinger,United States,Health Care,Medical/Dental Instruments
AVHI,Achari Ventures Holdings Corp. I,United States,Finance,Blank Checks
AVID,Avid Technology,United States,Technology,Computer Software: Prepackaged Software
AVIR,Atea Pharmaceuticals,United States,Health Care, Medicinal Chemicals and Botanical Products 
AVNS,Avanos Medical,United States,Health Care,Industrial Specialties
AVNT,Avient Corporation,United States,Industrials,Major Chemicals
AVNW,Aviat Networks,United States,Technology,Radio And Television Broadcasting And Communications Equipment
AVO,Mission Produce,United States,Consumer Staples,Farming/Seeds/Milling
AVPT,AvePoint,United States,Technology,Computer Software: Prepackaged Software
AVRO,AVROBIO,United States,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
AVT,Avnet,United States,Technology,Electronic Components
AVTA,Avantax,United States,Finance,Finance: Consumer Services
AVTE,Aerovate Therapeutics,United States,Health Care,Biotechnology: Pharmaceutical Preparations
AVTR,Avantor,United States,Industrials,Biotechnology: Laboratory Analytical Instruments
AVTX,Avalo Therapeutics,United States,Health Care,Biotechnology: Pharmaceutical Preparations
AVXL,Anavex Life Sciences Corp.,United States,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
AVY,Avery Dennison Corporation,United States,Consumer Discretionary,Containers/Packaging
AWH,Aspira Women's Health,United States,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances
AWI,Armstrong World Industries,United States,Industrials,Plastic Products
AWIN,AERWINS Technologies,Japan,Industrials,Industrial Machinery/Components
AWK,American Water Works Company,United States,Utilities,Water Supply
AWR,American States Water Company,United States,Utilities,Water Supply
AWRE,Aware,United States,Technology,Computer Software: Prepackaged Software
AWX,Avalon Holdings Corporation,United States,Utilities,Environmental Services
AX,Axos Financial,United States,Finance,Savings Institutions
AXDX,Accelerate Diagnostics,United States,Industrials,Biotechnology: Laboratory Analytical Instruments
AXGN,Axogen,United States,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
AXL,American Axle & Manufacturing Holdings,United States,Consumer Discretionary,Auto Parts:O.E.M.
AXLA,Axcella Health,United States,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
AXNX,Axonics,United States,Health Care,Medical/Dental Instruments
AXON,Axon Enterprise,United States,Industrials,Ordnance And Accessories
AXP,American Express Company,United States,Finance,Finance: Consumer Services
AXR,AMREP Corporation,United States,Real Estate,Homebuilding
AXS,Axis Capital Holdings Limited,Bermuda,Finance,Property-Casualty Insurers
AXSM,Axsome Therapeutics,United States,Health Care,Biotechnology: Pharmaceutical Preparations
AXTI,AXT,United States,Technology,Semiconductors
AYRO,AYRO,United States,,
AYTU,Aytu BioPharma ,United States,Health Care,Biotechnology: Pharmaceutical Preparations
AYX,Alteryx,United States,Technology,Computer Software: Prepackaged Software
AZEK,The AZEK Company,United States,Industrials,Plastic Products
AZO,AutoZone,United States,,
AZPN,Aspen Technology,United States,Technology,EDP Services
AZTR,Azitra,,Health Care,Biotechnology: Pharmaceutical Preparations
AZYO,Aziyo Biologics,United States,Health Care,Medical Specialities
B,Barnes Group,United States,Industrials,Metal Fabrications
BA,Boeing Company (The),United States,Industrials,Aerospace
BAC,Bank of America Corporation,United States,Finance,Major Banks
BACA,Berenson Acquisition Corp. I,,Finance,Blank Checks
BACK,IMAC Holdings,United States,Health Care,Medical Specialities
BAER,Bridger Aerospace Group Holdings,United States,Finance,Blank Checks
BAFN,BayFirst Financial Corp.,United States,Finance,Savings Institutions
BAH,Booz Allen Hamilton Holding Corporation,United States,Consumer Discretionary,Professional Services
BALL,Ball Corporation,United States,Industrials,Containers/Packaging
BALY,Bally's Corporation,United States,Consumer Discretionary,Hotels/Resorts
BANC,Banc of California,United States,Finance,Major Banks
BAND,Bandwidth,United States,Technology,Computer Software: Prepackaged Software
BANF,BancFirst Corporation,United States,Finance,Major Banks
BANR,Banner Corporation,United States,Finance,Major Banks
BANX,ArrowMark Financial Corp.,United States,Finance,Trusts Except Educational Religious and Charitable
BAP,Credicorp Ltd.,Peru,Finance,Commercial Banks
BARK,BARK,,Consumer Discretionary,Department/Specialty Retail Stores
BASE,Couchbase,United States,Technology,EDP Services
BATL,Battalion Oil Corporation,United States,Energy,Oil & Gas Production
BATRA,Atlanta Braves Holdings Series A,United States,Consumer Discretionary,Movies/Entertainment
BATRK,Atlanta Braves Holdings Series C,United States,Industrials,Broadcasting
BAX,Baxter International,United States,Health Care,Medical/Dental Instruments
BB,BlackBerry Limited,Canada,Technology,Computer Software: Prepackaged Software
BBAI,BigBear.ai,,Technology,EDP Services
BBCP,Concrete Pumping Holdings,United States,Consumer Discretionary,Engineering & Construction
BBDC,Barings BDC,United States,Finance,Diversified Financial Services
BBGI,Beasley Broadcast Group,United States,Consumer Discretionary,Broadcasting
BBIG,Vinco Ventures,United States,Consumer Discretionary,Recreational Games/Products/Toys
BBIO,BridgeBio Pharma,United States,Health Care,Biotechnology: Pharmaceutical Preparations
BBLG,Bone Biologics Corp,United States,Health Care,Industrial Specialties
BBSI,Barrett Business Services,United States,Consumer Discretionary,Professional Services
BBVA,Banco Bilbao Vizcaya Argentaria S.A.,Spain,Finance,Commercial Banks
BBW,Build-A-Bear Workshop,United States,Consumer Discretionary,Recreational Games/Products/Toys
BBWI,"Bath & Body Works, Inc.",United States,Consumer Discretionary,Specialty Stores
BBY,Best Buy Co.,United States,Consumer Discretionary,Consumer Electronics/Video Chains
BC,Brunswick Corporation,United States,Industrials,Industrial Machinery/Components
BCAB,BioAtla,United States,Health Care, Medicinal Chemicals and Botanical Products 
BCAL,Southern California Bancorp,United States,Finance,Major Banks
BCAN,BYND Cannasoft Enterprises,Canada,,
BCBP,BCB Bancorp (NJ),United States,Finance,Savings Institutions
BCC,Boise Cascade L.L.C.,United States,Consumer Discretionary,RETAIL: Building Materials
BCDA,BioCardia,United States,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
BCE,BCE,Canada,Telecommunications,Telecommunications Equipment
BCEL,Atreca,United States,Health Care,Biotechnology: Pharmaceutical Preparations
BCLI,Brainstorm Cell Therapeutics,United States,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
BCML,BayCom Corp,United States,Finance,Major Banks
BCO,Brinks Company (The),United States,Consumer Discretionary,Oil Refining/Marketing
BCOV,Brightcove,United States,Technology,EDP Services
BCOW,1895 Bancorp of Wisconsin (MD),United States,Finance,Finance: Consumer Services
BCPC,Balchem Corporation,United States,Industrials,Major Chemicals
BCRX,BioCryst Pharmaceuticals,United States,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
BCS,Barclays PLC,United Kingdom,Finance,Commercial Banks
BCSF,Bain Capital Specialty Finance,United States,Finance,Finance/Investors Services
BDC,Belden,United States,Industrials,Telecommunications Equipment
BDL,Flanigan's Enterprises,United States,Consumer Discretionary,Restaurants
BDN,Brandywine Realty Trust,United States,Real Estate,Real Estate Investment Trusts
BDSX,Biodesix,United States,Health Care,Precision Instruments
BDTX,Black Diamond Therapeutics,United States,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
BDX,Becton Dickinson and Company,United States,Health Care,Medical/Dental Instruments
BE,Bloom Energy Corporation,United States,Energy,Industrial Machinery/Components
BEAM,Beam Therapeutics,United States,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
BEAT,Heartbeam,United States,Technology,Retail: Computer Software & Peripheral Equipment
BECN,Beacon Roofing Supply,United States,Consumer Discretionary,RETAIL: Building Materials
BEEM,Beam Global,United States,Technology,Semiconductors
BELFA,Bel Fuse,United States,,
BELFB,Bel Fuse Class B,United States,,
BEN,Franklin Resources,United States,Finance,Investment Managers
BENF,Beneficient,United States,Finance,Blank Checks
BERY,Berry Global Group,United States,Industrials,Plastic Products
BF.B,Brown–Forman,United States,Consumer Staples,Distillers & Vintners
BFAM,Bright Horizons Family Solutions,United States,Consumer Discretionary,Other Consumer Services
BFC,Bank First Corporation,United States,Finance,Major Banks
BFH,Bread Financial Holdings,United States,Consumer Discretionary,Business Services
BFIN,BankFinancial Corporation,United States,Finance,Savings Institutions
BFLY,Butterfly Network,United States,Health Care,Medical Electronics
BFRG,Bullfrog AI Holdings,United States,Technology,Retail: Computer Software & Peripheral Equipment
BFRI,Biofrontera,United States,Health Care,Biotechnology: Pharmaceutical Preparations
BFS,Saul Centers,United States,Real Estate,Real Estate Investment Trusts
BFST,Business First Bancshares,United States,Finance,Major Banks
BG,Bunge Limited,United States,Consumer Staples,Agricultural Products & Services
BGC,BGC Group,United States,Finance,Investment Bankers/Brokers/Service
BGFV,Big 5 Sporting Goods Corporation,United States,Consumer Discretionary,Other Specialty Stores
BGI,Birks Group,Canada,Consumer Discretionary,Consumer Specialties
BGS,B&G Foods B&G Foods,United States,Consumer Staples,Packaged Foods
BGSF,BGSF,United States,Consumer Discretionary,Professional Services
BGXX,Bright Green Corporation,United States,Health Care,Biotechnology: Pharmaceutical Preparations
BH,Biglari Holdings Class B,United States,Consumer Discretionary,Restaurants
BHAC,Crixus BH3 Acquisition Company,United States,Finance,Blank Checks
BHB,Bar Harbor Bankshares,United States,Finance,Major Banks
BHC,Bausch Health Companies,Canada,Health Care,Biotechnology: Pharmaceutical Preparations
BHE,Benchmark Electronics,United States,Technology,Electrical Products
BHF,Brighthouse Financial,United States,Finance,Life Insurance
BHG,Bright Health Group,United States,Health Care,Medical Specialities
BHIL,Benson Hill,United States,Consumer Staples,Packaged Foods
BHLB,Berkshire Hills Bancorp,United States,Finance,Banks
BHM,Bluerock Homes Trust,,Real Estate,Real Estate Investment Trusts
BHR,Braemar Hotels & Resorts,United States,Real Estate,Real Estate Investment Trusts
BHRB,Burke & Herbert Financial Services Corp.,United States,Finance,Major Banks
BIAF,bioAffinity Technologies,United States,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances
BIG,Big Lots,United States,Consumer Discretionary,Department/Specialty Retail Stores
BIGC,BigCommerce Holdings Series 1,United States,Technology,Computer Software: Prepackaged Software
BIIB,Biogen,United States,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
BILL,BILL Holdings,United States,Technology,EDP Services
BIMI,BIMI International Medical,China,Health Care,Other Pharmaceuticals
BIO,Bio-Rad Laboratories,United States,Industrials,Biotechnology: Laboratory Analytical Instruments
BIOC,Biocept,United States,Health Care,Medical Specialities
BIOL,Biolase,United States,Health Care,Medical/Dental Instruments
BIOR,Biora Therapeutics,United States,Health Care,Biotechnology: Pharmaceutical Preparations
BIRD,Allbirds,United States,Consumer Discretionary,Apparel
BITE,Bite Acquisition Corp.,,Finance,Blank Checks
BITF,Bitfarms Ltd.,Canada,,
BIVI,BioVie,United States,Health Care,Biotechnology: Pharmaceutical Preparations
BJ,BJ's Wholesale Club Holdings,United States,Consumer Discretionary,Department/Specialty Retail Stores
BJDX,Bluejay Diagnostics,United States,Health Care,Medical Specialities
BJRI,BJ's Restaurants,United States,Consumer Discretionary,Restaurants
BK,The Bank of New York Mellon Corporation,United States,Finance,Major Banks
BKCC,BlackRock Capital Investment Corporation,United States,Finance,Finance: Consumer Services
BKD,Brookdale Senior Living,United States,Health Care,Hospital/Nursing Management
BKE,Buckle (The),United States,Consumer Discretionary,Clothing/Shoe/Accessory Stores
BKH,Black Hills Corporation,United States,Utilities,Electric Utilities: Central
BKKT,Bakkt Holdings,United States,Technology,Computer Software: Prepackaged Software
BKNG,Booking Holdings,United States,Consumer Discretionary,Transportation Services
BKR,Baker Hughes Company,United States,Industrials,Metal Fabrications
BKSC,Bank of South Carolina Corp.,United States,Finance,Major Banks
BKSY,BlackSky Technology,United States,Technology,Radio And Television Broadcasting And Communications Equipment
BKTI,BK Technologies Corporation,United States,Technology,Radio And Television Broadcasting And Communications Equipment
