symbol,name,country,sector,industry,wikipediaTitle
MMMB,MamaMancini's Holdings,United States,Consumer Staples,Specialty Foods,
MMS,Maximus,United States,Consumer Discretionary,Business Services,
MMSI,Merit Medical Systems,United States,Health Care,Medical/Dental Instruments,
MMT,MFS Multimarketome Trust,United States,Finance,Trusts Except Educational Religious and Charitable,
MMU,Western Asset Managed Municipals Fund,United States,Finance,Investment Managers,
MNKD,MannKind Corporation,United States,Health Care,Biotechnology: Pharmaceutical Preparations,MannKind Corporation
MNOV,Medicinova,United States,Health Care,Biotechnology: Pharmaceutical Preparations,
MNP,Western Asset Municipal Partners Fund,United States,Finance,Trusts Except Educational Religious and Charitable,
MNPR,Monopar Therapeutics,United States,Health Care,Biotechnology: Pharmaceutical Preparations,
MNRO,Monro,United States,Consumer Discretionary,Automotive Aftermarket,Monro Muffler Brake
MNSB,MainStreet Bancshares,United States,Finance,Major Banks,
MNTK,Montauk Renewables,United States,Utilities,Natural Gas Distribution,
MNTN,Everest Consolidator Acquisition Corporation,,Finance,Blank Checks,
MNTS,Momentus,United States,Industrials,Military/Government/Technical,
MNTX,Manitex International,United States,Technology,Industrial Machinery/Components,
MOBQ,Mobiquity Technologies,United States,Consumer Discretionary,Advertising,
MOBV,Mobiv Acquisition Corp,United States,Finance,Blank Checks,
MOD,Modine Manufacturing Company,United States,Consumer Discretionary,Auto Parts:O.E.M.,Modine Manufacturing
MODD,Modular Medical,United States,Health Care,Industrial Specialties,
MODG,Topgolf Callaway Brands Corp.,United States,Consumer Discretionary,Recreational Games/Products/Toys,Callaway Golf Company
MODN,Model N,United States,Technology,Computer Software: Programming Data Processing,Model N
MODV,ModivCare,United States,Consumer Discretionary,Transportation Services,ModivCare
MOFG,MidWestOne Financial Gp,United States,Finance,Major Banks,MidWestOne Financial Group
MOH,Molina Healthcare,United States,Health Care,Medical Specialities,Molina Healthcare
MOND,Mondee Holdings,United States,Consumer Discretionary,Transportation Services,
MORF,Morphic Holding,United States,Health Care,Biotechnology: Pharmaceutical Preparations,
MORN,Morningstar,United States,Finance,Investment Managers,"Morningstar, Inc."
MOS,Mosaic Company (The),United States,Industrials,Agricultural Chemicals,The Mosaic Company
MOTS,Motus GI Holdings,Israel,Health Care,Medical/Dental Instruments,
MOV,Movado Group,United States,Consumer Discretionary,Consumer Specialties,Movado
MOVE,Movano,United States,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,
MP,MP Materials Corp.,,Basic Materials,Metal Mining,MP Materials
MPA,Blackrock MuniYield Pennsylvania Quality Fund,United States,Finance,Finance Companies,
MPAA,Motorcar Parts  of America,United States,Consumer Discretionary,Auto Parts:O.E.M.,
MPB,Mid Penn Bancorp,United States,Finance,Major Banks,
MPC,Marathon Petroleum Corporation,United States,Energy,Integrated oil Companies,Marathon Petroleum
MPLN,MultiPlan Corporation,,Consumer Discretionary,Business Services,
MPRA,Mercato Partners Acquisition Corporation,United States,Finance,Blank Checks,
MPTI,M-tron Industries,,,,
MPU,Mega Matrix Corp.,United States,Consumer Discretionary,Transportation Services,
MPV,Barings Participation Investors,United States,Finance,Finance Companies,
MPWR,Monolithic Power Systems,United States,Technology,Semiconductors,Monolithic Power Systems
MPX,Marine Products Corporation,United States,Industrials,Marine Transportation,
MQ,Marqeta,United States,Technology,Computer Software: Prepackaged Software,
MQT,Blackrock MuniYield Quality Fund II,United States,Finance,Investment Bankers/Brokers/Service,
MQY,Blackrock MuniYield Quality Fund,United States,Finance,Investment Bankers/Brokers/Service,
MRAI,Marpai,United States,Health Care,Managed Health Care,
MRAM,Everspin Technologies,United States,Technology,Semiconductors,Everspin Technologies
MRBK,Meridian Corporation,United States,Finance,Major Banks,
MRC,MRC Global,United States,Industrials,Industrial Machinery/Components,
MRCC,Monroe Capital Corporation,United States,Finance,Investment Managers,
MRCY,Mercury Systems,United States,Technology,Electrical Products,Mercury Systems
MRIN,Marin Softwareorporated,United States,Technology,EDP Services,
MRKR,Marker Therapeutics,United States,Health Care,Biotechnology: Pharmaceutical Preparations,
MRNA,Moderna,United States,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),Moderna
MRNS,Marinus Pharmaceuticals,United States,Health Care,Biotechnology: Pharmaceutical Preparations,
MRO,Marathon Oil Corporation,United States,Energy,Oil & Gas Production,Marathon Oil
MRSN,Mersana Therapeutics,United States,Health Care,Biotechnology: Pharmaceutical Preparations,
MRTN,Marten Transport Ltd.,United States,Industrials,Trucking Freight/Courier Services,
MRTX,Mirati Therapeutics,United States,Health Care,Biotechnology: Pharmaceutical Preparations,Mirati Therapeutics
MRVI,Maravai LifeSciences Holdings,United States,Health Care,Biotechnology: Pharmaceutical Preparations,
MRVL,Marvell Technology,United States,Technology,Semiconductors,Marvell Technology
MS,Morgan Stanley,United States,Finance,Investment Bankers/Brokers/Service,Morgan Stanley
MSA,MSA Safetyorporated,United States,Health Care,Industrial Specialties,
MSB,Mesabi Trust,United States,Basic Materials,Metal Mining,
MSBI,Midland States Bancorp,United States,Finance,Major Banks,
MSCI,MSCI,United States,Consumer Discretionary,Business Services,MSCI
MSD,Morgan Stanley Emerging Markets Debt Fund,United States,Finance,Trusts Except Educational Religious and Charitable,
MSEX,Middlesex Water Company,United States,Utilities,Water Supply,Middlesex Water Company
MSFT,Microsoft Corporation,United States,Technology,Computer Software: Prepackaged Software,Microsoft
MSGE,Madison Square Garden Entertainment Corp.,United States,Consumer Discretionary,Movies/Entertainment,Madison Square Garden Entertainment
MSGM,Motorsport Games,United States,Technology,Computer Software: Prepackaged Software,Motorsport Games
MSI,Motorola Solutions,United States,Technology,Radio And Television Broadcasting And Communications Equipment,Motorola Solutions
MSM,MSC Industrial Direct Company,United States,Industrials,Industrial Machinery/Components,MSC Industrial Direct
MSN,Emerson Radio Corporation,United States,Consumer Staples,Consumer Electronics/Appliances,Emerson Radio
MSVB,Mid-Southern Bancorp,United States,Finance,Major Banks,
MTAC,MedTech Acquisition Corporation,United States,Health Care,Medical Specialities,
MTB,M&T Bank Corporation,United States,Finance,Major Banks,M%26T Bank
MTCH,Match Group,United States,Technology,Computer Software: Programming Data Processing,Match Group
MTD,Mettler-Toledo International,Switzerland,Industrials,Biotechnology: Laboratory Analytical Instruments,Mettler Toledo
MTDR,Matador Resources Company,United States,Energy,Oil & Gas Production,
MTEM,Molecular Templates,United States,Health Care,Biotechnology: Pharmaceutical Preparations,
MTEX,Mannatechorporated,United States,Health Care, Medicinal Chemicals and Botanical Products ,
MTG,MGIC Investment Corporation,United States,Finance,Property-Casualty Insurers,MGIC Investment Corporation
MTH,Meritage Homes Corporation,United States,Consumer Discretionary,Homebuilding,Meritage Homes Corporation
MTN,Vail Resorts,United States,Consumer Discretionary,Services-Misc. Amusement & Recreation,Vail Resorts
MTNB,Matinas Biopharma Holdings,United States,Health Care,Biotechnology: Pharmaceutical Preparations,
MTR,Mesa Royalty Trust,United States,Energy,Oil & Gas Production,
MTRX,Matrix Service Company,United States,Consumer Discretionary,Engineering & Construction,
MTRY,Monterey Innovation Acquisition Corp.,United States,Finance,Blank Checks,
MTSI,MACOM Technology Solutions Holdings,United States,Technology,Semiconductors,MACOM Technology Solutions
MTTR,Matterport,United States,Technology,Computer Software: Prepackaged Software,
MTW,Manitowoc Company (The),United States,Industrials,Construction/Ag Equipment/Trucks,The Manitowoc Company
MTX,Minerals Technologies,United States,Industrials,Major Chemicals,
MTZ,MasTec,United States,Industrials,Water Sewer Pipeline Comm & Power Line Construction,MasTec
MU,Micron Technology,United States,Technology,Semiconductors,Micron Technology
MUA,Blackrock MuniAssets Fund,United States,Finance,Investment Bankers/Brokers/Service,
MUC,Blackrock MuniHoldings California Quality Fund ,United States,Finance,Investment Bankers/Brokers/Service,
MUE,Blackrock MuniHoldings Quality Fund II,United States,Finance,Investment Bankers/Brokers/Service,
MUFG,Mitsubishi UFJ Financial Group,Japan,Finance,Commercial Banks,Mitsubishi UFJ Financial Group
MUI,BlackRock Municipalome Fund,United States,Finance,Investment Bankers/Brokers/Service,
MUJ,Blackrock MuniHoldings New Jersey Quality Fund,United States,Finance,Investment Bankers/Brokers/Service,
MULN,Mullen Automotive,United States,Technology,EDP Services,Mullen Automotive
MUR,Murphy Oil Corporation,United States,Energy,Oil & Gas Production,Murphy Oil
MUSA,Murphy USA,United States,Consumer Discretionary,Retail-Auto Dealers and Gas Stations,Murphy USA
MUX,McEwen Mining,Canada,Basic Materials,Precious Metals,
MVBF,MVB Financial Corp.,United States,Finance,Major Banks,
MVF,Blackrock MuniVest Fund,United States,Finance,Investment Bankers/Brokers/Service,
MVIS,MicroVision,United States,Technology,Industrial Machinery/Components,
MVLA,Movella Holdings,United States,Technology,EDP Services,
MVST,Microvast Holdings,United States,Industrials,Industrial Machinery/Components,Microvast
MVT,Blackrock MuniVest Fund II ,United States,Finance,Investment Bankers/Brokers/Service,
MWA,MUELLER WATER PRODUCTS,United States,Industrials,Metal Fabrications,Mueller Water Products
MX,Magnachip Semiconductor Corporation,Luxembourg,Technology,Semiconductors,
MXC,Mexco Energy Corporation,United States,Energy,Oil & Gas Production,
MXCT,MaxCyte,United States,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,
MXE,Mexico Equity andome Fund (The),United States,Finance,Finance Companies,
MXF,Mexico Fund (The),United States,Finance,Trusts Except Educational Religious and Charitable,
MXL,MaxLinear,United States,Technology,Semiconductors,MaxLinear
MYD,Blackrock MuniYield Fund ,United States,Finance,Investment Bankers/Brokers/Service,
MYE,Myers Industries,United States,Consumer Discretionary,Auto Parts:O.E.M.,
MYFW,First Western Financial,United States,Finance,Major Banks,
MYGN,Myriad Genetics,United States,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,Myriad Genetics
MYI,Blackrock MuniYield Quality Fund III,United States,Finance,Investment Bankers/Brokers/Service,
MYMD,MyMD Pharmaceuticals,United States,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,
MYN,Blackrock MuniYield New York Quality FundCommon Stock,United States,Finance,Finance Companies,
MYO,Myomo,United States,Health Care,Industrial Specialties,
MYPS,PLAYSTUDIOS ,United States,Technology,EDP Services,
MYRG,MYR Group,United States,Industrials,Water Sewer Pipeline Comm & Power Line Construction,MYR Group Inc.
MYSZ,My Size,Israel,Technology,Retail: Computer Software & Peripheral Equipment,
NABL,N-able,United States,Technology,Computer Software: Prepackaged Software,
NAD,Nuveen Quality Municipalome Fund,United States,Finance,Investment Managers,
NAII,Natural Alternatives International,United States,Health Care, Medicinal Chemicals and Botanical Products ,Natural Alternatives International
NAK,Northern Dynasty Minerals Ltd.,Canada,Basic Materials,Precious Metals,
NAN,Nuveen New York Quality Municipalome Fund,United States,Finance,Investment Managers,
NAOV,NanoVibronix,United States,Health Care,Industrial Specialties,
NAPA,The Duckhorn Portfolio,United States,Consumer Staples,Beverages (Production/Distribution),The Duckhorn Portfolio
NARI,Inari Medical,United States,Health Care,Medical/Dental Instruments,
NAT,Nordic American Tankers Limited,Bermuda,Consumer Discretionary,Marine Transportation,
NATH,Nathan's Famous,United States,Consumer Discretionary,Restaurants,Nathan's Famous
NATI,National Instruments Corporation,United States,Technology,Computer Software: Prepackaged Software,National Instruments
NATR,Nature's Sunshine Products,United States,Health Care,Biotechnology: Pharmaceutical Preparations,Nature's Sunshine Products
NAUT,Nautilus Biotechnolgy,United States,Industrials,Biotechnology: Laboratory Analytical Instruments,
NAVB,Navidea Biopharmaceuticals,United States,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,
NAVI,Navient Corporation,United States,Finance,Finance: Consumer Services,Navient
NAZ,Nuveen Arizona Quality Municipalome Fund,United States,Finance,Finance/Investors Services,
NB,NioCorp Developments Ltd.,United States,Basic Materials,Metal Mining,
NBH,Neuberger Berman Municipal Fund,United States,Finance,Finance/Investors Services,
NBHC,National Bank Holdings Corporation,United States,Finance,Major Banks,
NBIX,Neurocrine Biosciences,United States,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),Neurocrine Biosciences
NBN,Northeast Bank,United States,Finance,Major Banks,Northeast Bank
NBO,Neuberger Berman New York Municipal Fund,United States,Finance,Finance/Investors Services,
NBSE,NeuBase Therapeutics ,United States,Health Care,Biotechnology: Pharmaceutical Preparations,
NBST,Newbury Street Acquisition Corporation,United States,Finance,Blank Checks,
NBTB,NBT Bancorp,United States,Finance,Major Banks,
NBW,Neuberger Berman California Municipal Fund,United States,Finance,Finance/Investors Services,
NBXG,Neuberger Berman Next Generation Connectivity Fund,,Finance,Trusts Except Educational Religious and Charitable,
NBY,NovaBay Pharmaceuticals,United States,Health Care,Biotechnology: Pharmaceutical Preparations,NovaBay Pharmaceuticals
NC,NACCO Industries,United States,Energy,Coal Mining,NACCO Industries
NCMI,National CineMedia,United States,Consumer Discretionary,Advertising,National CineMedia
NCNO,nCino,United States,Technology,Computer Software: Prepackaged Software,NCino
NCPL,Netcapital,United States,Finance,Investment Managers,
NCR,NCR Corporation,United States,Miscellaneous,Office Equipment/Supplies/Services,NCR Corporation
NCRA,Nocera,Taiwan,Consumer Staples,Farming/Seeds/Milling,
NCSM,NCS Multistage Holdings,United States,Energy,Oilfield Services/Equipment,
NDAQ,Nasdaq,United States,Finance,Investment Bankers/Brokers/Service,Nasdaq
NDLS,Noodles & Company,United States,Consumer Discretionary,Restaurants,Noodles & Company
NDP,Tortoise Energy Independence Fund,United States,Finance,Finance/Investors Services,
NDRA,ENDRA Life Sciences,United States,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,
NDSN,Nordson Corporation,United States,Industrials,Industrial Machinery/Components,Nordson Corporation
NECB,NorthEast Community Bancorp,United States,Finance,Savings Institutions,
NEE,NextEra Energy,United States,Technology,EDP Services,NextEra Energy
NEO,NeoGenomics,United States,Health Care,Precision Instruments,NeoGenomics
NEOG,Neogen Corporation,United States,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,Neogen
NEON,Neonode,Sweden,Technology,Industrial Machinery/Components,
NEOV,NeoVolta,United States,Miscellaneous,Industrial Machinery/Components,
NEPH,Nephros,United States,Health Care,Medical/Dental Instruments,
NERV,Minerva Neurosciences,United States,Health Care,Biotechnology: Pharmaceutical Preparations,
NET,Cloudflare,United States,Technology,Computer Software: Prepackaged Software,Cloudflare
NETC,Nabors Energy Transition Corp.,,Industrials,Consumer Electronics/Appliances,
NETI,Eneti,Monaco,Consumer Discretionary,Marine Transportation,Eneti (company)
NEU,NewMarket Corp,United States,Industrials,Major Chemicals,NewMarket Corporation
NEWR,New Relic,United States,Technology,Computer Software: Prepackaged Software,New Relic
NEWT,NewtekOne,United States,Finance,Finance/Investors Services,
NEX,NexTier Oilfield Solutions,United States,Energy,Oilfield Services/Equipment,
NEXI,NexImmune,United States,Health Care,Biotechnology: Pharmaceutical Preparations,
NEXT,NextDecade Corporation,United States,Utilities,Oil & Gas Production,
NFE,New Fortress Energy,United States,Utilities,Oil/Gas Transmission,
NFG,National Fuel Gas Company,United States,Utilities,Oil/Gas Transmission,National Fuel Gas
NFLX,Netflix,United States,Consumer Discretionary,Consumer Electronics/Video Chains,Netflix
NFTG,The NFT Gaming Company,United States,Technology,Computer Software: Prepackaged Software,
NGM,NGM Biopharmaceuticals,United States,Health Care,Biotechnology: Pharmaceutical Preparations,
NGS,Natural Gas Services Group,United States,Energy,Oilfield Services/Equipment,
NGVC,Natural Grocers by Vitamin Cottage,United States,Consumer Staples,Food Chains,Vitamin Cottage Natural Grocers
NHC,National HealthCare Corporation,United States,Health Care,Hospital/Nursing Management,National Healthcare
NHI,National Health Investors,United States,Real Estate,Real Estate Investment Trusts,
NHTC,Natural Health Trends Corp.,United States,Consumer Discretionary,Consumer Specialties,
NHWK,NightHawk Biosciences,United States,Health Care,Biotechnology: Pharmaceutical Preparations,
NI,NiSource,United States,Utilities,Power Generation,NiSource
NIC,Nicolet Bankshares,United States,Finance,Major Banks,Nicolet Bankshares
NICK,Nicholas Financial,United States,Finance,Finance Companies,Nicholas Financial
NIM,Nuveen Select Maturities Municipal Fund,United States,Finance,Trusts Except Educational Religious and Charitable,
NINE,Nine Energy Service,United States,Energy,Oilfield Services/Equipment,
NIR,Near Intelligence,United States,Technology,EDP Services,
NJR,NewJersey Resources Corporation,United States,Utilities,Oil/Gas Transmission,New Jersey Resources
NKE,Nike,United States,Consumer Discretionary,Shoe Manufacturing,"Nike, Inc."
NKLA,Nikola Corporation,United States,Consumer Discretionary,Auto Manufacturing,Nikola Corporation
NKSH,National Bankshares,United States,Finance,Major Banks,
NKTR,Nektar Therapeutics ,United States,Health Care,Biotechnology: Pharmaceutical Preparations,Nektar Therapeutics
NKTX,Nkarta,United States,Health Care,Biotechnology: Pharmaceutical Preparations,
NL,NL Industries,United States,Industrials,Major Chemicals,NL Industries
NLS,Nautilus,United States,Consumer Discretionary,Recreational Games/Products/Toys,Nautilus
NLTX,Neoleukin Therapeutics,Canada,Health Care,Biotechnology: Pharmaceutical Preparations,
NLY,Annaly Capital Management,United States,Real Estate,Real Estate Investment Trusts,Annaly Capital Management
NM,Navios Maritime Holdings,Monaco,Consumer Discretionary,Marine Transportation,Navios Maritime Holdings
NMFC,New Mountain Finance Corporation,United States,Finance,Finance/Investors Services,
NMI,Nuveen Municipalome Fund,United States,Finance,Trusts Except Educational Religious and Charitable,
NMIH,NMI Holdings,United States,Finance,Property-Casualty Insurers,
NML,Neuberger Berman Energy Infrastructure andome Fund,,Finance,Finance/Investors Services,
NMRD,Nemaura Medical,United Kingdom,Health Care,Medical/Dental Instruments,Nemaura Medical
NMRK,Newmark Group,United States,Finance,Real Estate,Newmark Group
NMT,Nuveen Massachusetts Quality Municipalome Fund,United States,Finance,Finance/Investors Services,
NMTC,NeuroOne Medical Technologies Corporation,United States,Health Care,Medical/Dental Instruments,
NMTR,9 Meters Biopharma,United States,Health Care,Biotechnology: Pharmaceutical Preparations,
NN,NextNav,United States,Industrials,Industrial Machinery/Components,NextNav
NNBR,NN,United States,Industrials,Industrial Machinery/Components,NN Group
NNI,Nelnet,United States,Finance,Finance: Consumer Services,Nelnet
NNN,NNN REIT,United States,Real Estate,Real Estate Investment Trusts,NNN Reit
NNVC,NanoViricides,United States,Health Care,Biotechnology: Pharmaceutical Preparations,
NNY,Nuveen New York Municipal Value Fund,United States,Finance,Investment Managers,
NOC,Northrop Grumman Corporation,United States,Industrials,Industrial Machinery/Components,Northrop Grumman
NODK,NI Holdings,United States,Finance,Property-Casualty Insurers,
NOG,Northern Oil and Gas,United States,Energy,Oil & Gas Production,
NOGN,Nogin,United States,Technology,EDP Services,
NOTV,Inotiv,United States,Health Care,Biotechnology: Pharmaceutical Preparations,
NOV,NOV,United States,Industrials,Metal Fabrications,NOV Inc.
NOVA,Sunnova Energy International,United States,Utilities,Electric Utilities: Central,
NOVN,Novan,United States,Health Care,Biotechnology: Pharmaceutical Preparations,
NOVT,Novanta,United States,,,
NOW,ServiceNow,United States,Technology,Computer Software: Prepackaged Software,ServiceNow
NPAB,New Providence Acquisition Corp. II,United States,Finance,Blank Checks,
NPCE,Neuropace,United States,Health Care,Medical Specialities,
NPK,National Presto Industries,United States,Industrials,Ordnance And Accessories,National Presto Industries
NPV,Nuveen Virginia Quality Municipalome Fund,United States,Finance,Investment Managers,
NPWR,NET Power,,Energy,Industrial Machinery/Components,NET Power Demonstration Facility
NQP,Nuveen Pennsylvania Quality Municipalome Fund,United States,Finance,Trusts Except Educational Religious and Charitable,
NR,Newpark Resources,United States,Industrials,Metal Fabrications,Newpark Resources
NRBO,NeuroBo Pharmaceuticals,United States,Health Care,Biotechnology: Pharmaceutical Preparations,
NRDS,NerdWallet,United States,Technology,EDP Services,NerdWallet
NRDY,Nerdy,United States,Technology,Computer Software: Prepackaged Software,Nerd
NREF,NexPoint Real Estate Finance,,Real Estate,Real Estate Investment Trusts,
NRG,NRG Energy,United States,Utilities,Electric Utilities: Central,NRG Energy
NRGV,Energy Vault Holdings,United States,Miscellaneous,Industrial Machinery/Components,Energy Vault
NRIM,Northrim BanCorp,United States,Finance,Savings Institutions,
NRT,North European Oil Royality Trust,United States,Energy,Oil & Gas Production,
NRXP,NRX Pharmaceuticals,United States,Health Care,Biotechnology: Pharmaceutical Preparations,
NSC,Norfolk Southern Corporation,United States,Industrials,Railroads,
NSIT,Insight Enterprises,United States,Consumer Discretionary,Catalog/Specialty Distribution,Insight Enterprises
NSL,Nuveen Seniorome Fund,United States,Finance,Trusts Except Educational Religious and Charitable,
NSP,Insperity,United States,Consumer Discretionary,Professional Services,Insperity
NSPR,InspireMD,Israel,Health Care,Medical/Dental Instruments,
NSSC,NAPCO Security Technologies,United States,Telecommunications,Telecommunications Equipment,Napco Security Technologies
NSTC,Northern Star Investment Corp. III,,Finance,Blank Checks,
NSTD,Northern Star Investment Corp. IV,,Finance,Blank Checks,
NSTG,NanoString Technologies,United States,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),NanoString Technologies
NSTS,NSTS Bancorp,United States,Finance,Savings Institutions,
NSYS,Nortech Systemsorporated,United States,Technology,Industrial Machinery/Components,
NTAP,NetApp,United States,Technology,Electronic Components,NetApp
NTCT,NetScout Systems,United States,Technology,EDP Services,NetScout Systems
NTG,Tortoise Midstream Energy Fund,,Finance,Finance Companies,
NTGR,NETGEAR,United States,Utilities,Telecommunications Equipment,Netgear
NTIC,Northern Technologies International Corporation,United States,Industrials,Major Chemicals,
NTIP,Network-1 Technologies,United States,Miscellaneous,Multi-Sector Companies,
NTLA,Intellia Therapeutics,United States,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,Intellia Therapeutics
NTNX,Nutanix,United States,Technology,EDP Services,Nutanix
NTRA,Natera,United States,Health Care,Medical Specialities,Natera
NTRB,Nutriband,United States,Health Care,Industrial Specialties,
NTRS,Northern Trust Corporation,United States,Finance,Major Banks,Northern Trust
NTST,NetSTREIT Corp.,United States,Real Estate,Real Estate Investment Trusts,
NUBI,Nubia Brand International Corp.,United States,Finance,Blank Checks,
NUE,Nucor Corporation,United States,Industrials,Steel/Iron Ore,Nucor
NURO,NeuroMetrix,United States,Health Care,Medical/Dental Instruments,
NUS,Nu Skin Enterprises,United States,Health Care,Other Pharmaceuticals,Nu Skin Enterprises
NUTX,Nutex Health,United States,Technology,Retail: Computer Software & Peripheral Equipment,Nutex Health
NUV,Nuveen Municipal Value Fund,United States,Finance,Trusts Except Educational Religious and Charitable,
NUVA,NuVasive,United States,Health Care,Medical/Dental Instruments,NuVasive
NUVB,Nuvation Bio,United States,Health Care,Biotechnology: Pharmaceutical Preparations,
NUVL,Nuvalent,United States,Health Care,Biotechnology: Pharmaceutical Preparations,
NUWE,Nuwellis,United States,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,
NUZE,NuZee,United States,Consumer Discretionary,Other Specialty Stores,
NVAC,NorthView Acquisition Corporation,United States,Health Care,Medical/Dental Instruments,
NVAX,Novavax,United States,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),Novavax
NVCT,Nuvectis Pharma,United States,Health Care, Medicinal Chemicals and Botanical Products ,
NVDA,NVIDIA Corporation,United States,Technology,Semiconductors,Nvidia
NVEC,NVE Corporation,United States,Technology,Semiconductors,
NVEE,NV5 Global,United States,Consumer Discretionary,Other Consumer Services,
NVFY,Nova Lifestyle,United States,Consumer Discretionary,Home Furnishings,
NVIV,InVivo Therapeutics Holdings Corp,United States,Health Care,Medical/Dental Instruments,
NVNO,enVVeno Medical Corporation,United States,Health Care,Medical/Dental Instruments,
NVO,Novo Nordisk A/S,Denmark,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),
NVOS,Novo Integrated Sciences,United States,Industrials,Industrial Machinery/Components,
NVR,NVR,United States,Consumer Discretionary,Homebuilding,
NVRI,Enviri Corporation,United States,Miscellaneous,Diversified Commercial Services,Harsco
NVRO,Nevro Corp.,United States,Health Care,Medical/Dental Instruments,
NVS,Novartis AG,Switzerland,Health Care,Biotechnology: Pharmaceutical Preparations,Novartis
NVST,Envista Holdings Corporation,United States,Health Care,Medical/Dental Instruments,
NVTA,Invitae Corporation,United States,Health Care,Medical Specialities,Invitae
NVTS,Navitas Semiconductor Corporation,United States,Technology,Semiconductors,
NVVE,Nuvve Holding Corp.,China,Energy,Oil Refining/Marketing,
NWBI,Northwest Bancshares,United States,Finance,Major Banks,
NWE,NorthWestern Corporation,United States,Utilities,Power Generation,NorthWestern Corporation
NWFL,Norwood Financial Corp.,United States,Finance,Major Banks,
NWL,Newell Brands,United States,Industrials,Plastic Products,Newell Brands
NWLI,National Western Life Group,United States,Finance,Life Insurance,National Western Life
NWN,Northwest Natural Holding Company,United States,Utilities,Oil/Gas Transmission,
NWPX,Northwest Pipe Company,United States,Industrials,Steel/Iron Ore,
NWS,News Corporation Class B,United States,Consumer Discretionary,Newspapers/Magazines,
NWSA,News Corporation,United States,Consumer Discretionary,Newspapers/Magazines,News Corporation
NX,Quanex Building Products Corporation,United States,Industrials,Metal Fabrications,
NXC,Nuveen California Select Tax-Freeome Portfolio,United States,Finance,Investment Managers,
NXDT,NexPoint Diversified Real Estate Trust,,Finance,Investment Managers,
NXGL,NexGel,United States,Health Care,Medical/Dental Instruments,
NXGN,NextGen Healthcare,United States,Technology,EDP Services,NextGen Healthcare
NXL,Nexalin Technology,United States,Health Care,Medical Specialities,
NXN,Nuveen New York Select Tax-Freeome Portfolio,United States,Finance,Trusts Except Educational Religious and Charitable,
NXP,Nuveen Select Tax Freeome Portfolio,United States,Finance,Trusts Except Educational Religious and Charitable,
NXPI,NXP Semiconductors N.V.,Netherlands,Technology,Semiconductors,NXP Semiconductors
NXPL,NextPlat Corp,United States,Telecommunications,Telecommunications Equipment,
NXRT,NexPoint Residential Trust,United States,Real Estate,Real Estate Investment Trusts,
NXST,Nexstar Media Group,United States,Industrials,Broadcasting,Nexstar Media Group
NXT,Nextracker,United States,Technology,Semiconductors,
NXTC,NextCure,United States,Health Care,Biotechnology: Pharmaceutical Preparations,
NXTP,NextPlay Technologies,United States,Technology,EDP Services,
NXU,Nxu,United States,Consumer Discretionary,Automotive Aftermarket,
NYC,American Strategic Investment Co.,,Finance,Real Estate,
NYCB,New York Community Bancorp,United States,Finance,Banks,New York Community Bank
NYMT,New York Mortgage Trust,United States,Real Estate,Real Estate Investment Trusts,
NYT,New York Times Company (The),United States,Consumer Discretionary,Newspapers/Magazines,The New York Times Company
O,Realtyome Corporation,United States,Real Estate,Real Estate Investment Trusts,
OABI,OmniAb,United States,Health Care,Biotechnology: Pharmaceutical Preparations,
OB,Outbrain,United States,Industrials,Industrial Machinery/Components,Outbrain
OBDC,Blue Owl Capital Corporation,,Finance,Investment Managers,
OBK,Origin Bancorp,United States,Finance,Major Banks,
OBLG,Oblong,United States,Technology,Computer Software: Programming Data Processing,Oblong
OBT,Orange County Bancorp,United States,Finance,Major Banks,
OCAX,OCA Acquisition Corp.,United States,Finance,Blank Checks,
OCC,Optical Cable Corporation,United States,Industrials,Telecommunications Equipment,Optical Cable Corporation
OCCI,OFS Credit Company,United States,Finance,Trusts Except Educational Religious and Charitable,
OCEA,Ocean Biomedical,United States,Health Care,Biotechnology: Pharmaceutical Preparations,Ocean Biomedical
OCFC,OceanFirst Financial Corp.,United States,Finance,Savings Institutions,
OCGN,Ocugen,United States,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),
OCN,Ocwen Financial Corporation NEW,United States,Finance,Finance: Consumer Services,
OCSL,Oaktree Specialty Lending Corporation,United States,Finance,Finance: Consumer Services,
OCTO,Eightco Holdings,United States,,,
OCUL,Ocular Therapeutix,United States,Health Care,Biotechnology: Pharmaceutical Preparations,
OCUP,Ocuphire Pharma,United States,Health Care,Biotechnology: Pharmaceutical Preparations,
